,name,B1,C5,CL30.7,E6,ESC,JTG,start,end,seqnames
271,Gm7598,NA,0,0,0.022727273,0.5,0,38476461,38482486,chrX
272,Gnl3l,0.003653681,0.001805809,0.000722094,0.005813329,0.471075636,0.00072984,150983141,151017322,chrX
273,Gpc3,0,0,0,0.017241379,0.465914863,0.041666667,52272426,52613950,chrX
274,Gpc4,0.002615004,0.001084599,0.000387898,0.000634249,0.53962285,0.00255102,52053021,52165252,chrX
275,Gpr173,0,NA,0,0.065126448,0.325552826,0,152343598,152368704,chrX
276,Gpr50,0,0,0,0,0.392857143,0,71663667,71669257,chrX
277,Gprasp2,0.006730257,0.05518219,0.005191013,0.03309342,0.455015863,0.01146242,135839034,135844730,chrX
278,Gria3,0.001567398,0.000809061,0.000739645,0.003264054,0,0.001334369,41400854,41678601,chrX
279,Gspt2,0.000552486,0,0,0,0.500148787,0.001398601,94636069,94643244,chrX
280,Gyk,0,0.001132075,0.000637755,0.001587302,0.531417112,0.000905797,85701937,85776819,chrX
281,Haus7,0.00257732,0.00136612,0.002146771,0.016004822,0.456361281,0.002969516,73437315,73459044,chrX
282,Hdac8,0,NA,0,0.055714286,0.583333333,0,102284639,102505359,chrX
283,Hmgb3,0.000613497,0.002736377,0.006931317,0.005925508,0.374632551,0.006306041,71555918,71560676,chrX
284,Hmgn5,0.000878992,0.001285088,0.003642077,0.003818847,0.584671533,0.004189255,109004534,109013404,chrX
285,Hprt,0,0.000394011,0.000395883,0.001296456,0.56350779,0.000353857,52988137,53021659,chrX
286,Ids,0.000207598,0.000954351,0.000549938,0.000898363,0.487008856,0.000869809,70343069,70365084,chrX
287,Itgb1bp2,0.010638298,0.0625,0,0,0.520833333,0,101449088,101453541,chrX
288,Itm2a,0.000297089,0.000287356,0.000830565,0.001580611,0.489791608,0,107397099,107403376,chrX
289,Jade3,0.000479846,0.003134966,0,0,0.614067807,0,20425688,20519939,chrX
290,Kctd12b,NA,0.0825,0.003365917,0.001843561,0.332142857,0.003100198,153685154,153696391,chrX
291,Klf8,0,0,0,0,0.45299718,0,153237466,153396132,chrX
292,Klhl13,0.003105109,0.003811317,0.000186081,0.002123795,0.531742446,0.000314465,23219271,23365082,chrX
293,Klhl15,0.002008032,0.004901961,0,0.007378985,0.462338227,0,94234599,94277724,chrX
294,Lancl3,0,0,0,0.008403361,0.347058824,0,9199902,9268085,chrX
295,Las1l,0.001213592,0.017828978,0.000529942,0.001595968,0.535389779,0.000621891,95935335,95956962,chrX
296,Lpar4,0.063504656,0.072279112,0.004350048,0.000672948,0.546354418,0.001845018,106920625,106933900,chrX
297,Lrch2,0.000448029,0,0.002828922,0.00201582,0.822112876,0.001646611,147470375,147554081,chrX
298,Maged1,0.000336276,0.000450532,0.000370168,0.022788372,0.509061698,0.000643704,94535474,94542143,chrX
299,Maged2,0.000465297,0.000758786,0.000757255,0.000936554,0.542372634,0.000979415,150806370,150814345,chrX
300,Magee1,0.00256541,0.003901383,0.016874054,0.039184859,0.413605442,0.010101273,105120378,105123927,chrX
301,Magt1,0.06319632,NA,0.001469073,NA,0.706062359,0.002404945,105968084,106011906,chrX
302,Mamld1,0,0,0.001239157,0.001191723,0.353846154,0.002270965,71050256,71156056,chrX
303,Maoa,0.001675666,0.000279642,0.003293085,0.001365661,0.375766088,0.004022419,16619698,16687818,chrX
304,Map3k15,0,0,0,0,0.448687779,0,159988433,160123351,chrX
305,Map7d2,0.002644507,0,0.000658762,0.039508929,0.501356305,0.003822587,159414572,159498757,chrX
306,Mcf2,0,0,0,0,0.522054672,0,60055956,60179089,chrX
307,Med12,0.048445699,0.024310113,0,0,0.496349389,0.00120048,101274030,101297465,chrX
308,Mid2,0.000452762,0.000144634,0.00054163,0.001766784,0.607142857,0.000532583,140664599,140767715,chrX
309,Mir351,0,0,0,0,NA,0,53053255,53053353,chrX
310,Morc4,NA,NA,0,0,0.425738397,0.001336898,139821632,139871677,chrX
311,Mospd1,0.001098901,0.003993367,0.00102482,0.002320834,0.466986912,0.003284679,53344598,53370502,chrX
312,Mospd2,0.003824777,0.006040268,0.000691563,0.001642036,0.536933833,0,164936169,164980375,chrX
313,Mpp1,0,0.000485437,0.000841751,0.009661811,0.702113833,0,75109733,75131016,chrX
314,Msl3,0.015453158,0.00787613,0.004233385,0.050859823,0.450096498,0.002720592,168654117,168673898,chrX
315,Msn,0.000895223,0.000967011,0.000937426,0.001062891,0.474061159,0.000370473,96096042,96168552,chrX
316,Mtap7d3,0,0,0,0,0.275735294,0,56797858,56822326,chrX
317,Mtcp1,0,0,0,0.020833333,0.5,0,75404846,75416584,chrX
318,Mtm1,0.000851789,0,0.001319261,0.000458716,0.483120001,0.002557545,71210767,71315691,chrX
319,Mtmr1,0.000531915,0,0.00068306,0.000490677,0.531163427,0,71364760,71419196,chrX
320,Mum1l1,0.000546448,0,0,0.000462963,0.6205074,0,139210042,139238335,chrX
321,Nap1l2,0,0,0,0,0.574117647,0,103184176,103186640,chrX
322,Nap1l3,0.007876344,0.009269866,0.003205128,0,0.464114833,0.005319149,122394565,122397401,chrX
323,Ndp,0.00086254,0.000739573,0.000635324,0.002676915,1,0.000463822,16885521,16911774,chrX
324,Ngfrap1,0.079096045,0.099661208,0,0,0.800009523,0,136270253,136271978,chrX
325,Nhs,0,0,0,0,0.172592593,0,161833296,162159730,chrX
326,Nhsl2,0.002066116,0.038957147,0,0,0.417647925,0.021920871,101849385,102092055,chrX
327,Nlgn3,0.000464253,0.005106068,0,0.00066313,0.666666667,0,101299168,101325963,chrX
328,Nono,0.012871469,0.074611764,0.002436667,0.034703329,0.644249295,0.00272836,101429318,101448591,chrX
329,Nrk,0.00862069,0.001008065,0.001106195,0.002412154,0.509569378,0,138914430,139010532,chrX
330,Nsdhl,0.006050608,0.002852337,0.002116114,0.012361368,0.416065327,0.001097709,72918557,72958514,chrX
331,Nudt10,0.003853565,0,0,0,0.505916346,0,6168696,6173015,chrX
332,Nudt11,0.001111111,0.002948548,0,0,0.59846329,0,6047453,6055110,chrX
333,Nxt2,NA,NA,0.000217391,0.008863794,0.348137442,0,142226770,142239692,chrX
334,Ophn1,0.00088968,0,0.000248509,0.000654165,0.54047619,0.001863834,98554277,98891025,chrX
335,Pabpc5,0,0,0,0,NA,0,119927196,119930165,chrX
336,Pak3,0.000330033,0.000807613,0,0.000823045,0.494680851,0,143518591,143797796,chrX
337,Pcdh11x,0,0,0,0.00128866,NA,0,120290259,120910619,chrX
338,Pcyt1b,0.002944441,0.00261993,0.00020475,0,0.538311817,0.00047081,93654863,93749951,chrX
339,Pdha1,0.000281079,0.010428064,0.000186658,NA,0.656963886,0.000372643,160122209,160138413,chrX
340,Pdk3,0.00029994,0.000922935,0.00184329,0.000677507,0.438194323,0,93764607,93832201,chrX
341,Pfkfb1,0,0,0,0.018518519,0.632227701,0,150588229,150643878,chrX
342,Pgk1,0.005284792,NA,0.000163173,0.013518518,0.147937925,0,106187100,106203699,chrX
343,Pgrmc1,0.056127013,0.001738141,0.00128866,0.001732102,0.567827201,0,36598206,36606079,chrX
344,Phf6,0.000546299,0.000798509,0.000512561,0.001087259,0.433028205,4e-04,52912266,52956943,chrX
345,Phka1,0.00098912,0.000252143,0.000721122,0.001128874,0.42560282,0.002016854,102513975,102644246,chrX
346,Pja1,0,0,0.001973447,0.000527983,0.491488281,0.001364769,99465734,99471273,chrX
347,Pls3,0.002022439,0.00074554,0.000491806,0.00108844,0.513354205,0.00070814,75785654,75875182,chrX
348,Pola1,0.001784338,0.001323452,0.000268745,0.00039557,0.504002548,0.000284252,93304767,93632155,chrX
349,Pou3f4,0.009914737,0.009761555,0.001094291,0.002085773,1,0.00052521,110814280,110817207,chrX
350,Ppp1r3fos,0,0,0,0,0.66191067,0,7573600,7581015,chrX
351,Prdx4,0.012232774,0.008394322,0.000626566,NA,0.626685999,0.000396983,155323918,155340754,chrX
352,Prkx,0.000482625,5e-04,0.000334896,0,0.547047026,0,77761411,77796278,chrX
353,Prps1,0.000420323,0.00019425,0,0.000516262,0.460767094,0.000539084,140456613,140476140,chrX
354,Prps2,0.000905306,0.004982323,0.000208551,0.021527879,0.403584717,0.000152393,167346322,167382749,chrX
355,Prrg1,0.000449236,0.002216825,0.000645161,0.000680272,0.528481013,0,78449613,78583896,chrX
356,Prrg3,0,0,0,0.001696833,0.543999104,0.00204499,71962624,71972722,chrX
357,Rab39b,0,0,0.008934261,0.008032129,0.8,0.010988493,75572046,75578231,chrX
358,Rai2,0.003574557,0.005427408,0.012668697,0.026890549,0,0,161717069,161779496,chrX
359,Reps2,0.000523013,0.00101833,0.005493312,0.03479346,0.131578947,0.029713761,162411954,162643649,chrX
360,Rgag4,0.004081633,0.076502478,0.000591017,0.008207642,0.301120448,0.004040404,102066544,102071304,chrX
361,Rlim,0.005752422,0.064249198,0.001092365,0.024254511,0.507765134,0.00075643,103957163,103981284,chrX
362,Rnf128,0,0,0,0,0.367438522,0,139563316,139673145,chrX
363,Rp2h,0.001511716,0.000345304,0.002376838,0.003812067,0.724322052,0.001414427,20364481,20405653,chrX
364,Rps6ka3,0.000204918,0.000618047,0.000231267,0.002299813,0.513168998,0,159210307,159368244,chrX
365,Rps6ka6,0.000348432,0.001716395,0,0.002572899,0.573280141,0,111388192,111537959,chrX
366,Rragb,0.000892857,0.000454133,0,0.002083333,0.489186096,0.00310559,153139981,153171943,chrX
367,Sat1,0.000791139,0,0,0.040660475,0.601876469,0.001269036,155213132,155216449,chrX
368,Scml2,0.009169454,0.006849315,0.000994036,0,0.333743842,0.00613768,161117193,161258213,chrX
369,Sh3bgrl,0.000597758,0.000400479,0.000432858,0.000221936,0.526546731,0.000478056,109095365,109197873,chrX
370,Sh3kbp1,0,0.004400519,0.000511247,0.009045199,0.436126126,0,159627272,159978069,chrX
371,Shroom2,0.000771605,0.000482625,0,0.000926784,0.519927296,0,152609509,152769465,chrX
372,Shroom4,0,0.000484027,0.001503863,0.000604595,0.61822786,0.001956947,6399854,6637448,chrX
373,Slc16a2,NA,NA,0.008778203,0.007435573,0.442307692,0.004314271,103697414,103821965,chrX
374,Slc25a14,0.014170682,0.003755174,0,0.014292115,0.40270018,0,48623413,48662294,chrX
375,Slc7a3,0.0125,0.025862069,0.006493506,0.015625,0.404531533,0,101079210,101086020,chrX
376,Slc9a7,0.004024004,0,0,0,0.75,0,20105755,20291807,chrX
377,Slitrk2,0,0,0.001943635,0,NA,0,66649318,66661393,chrX
378,Smarca1,0.005681818,0,0,0,0.526785714,0,47809368,47892974,chrX
379,Snx12,0.06380561,0.017898,0.000431779,0.001086957,0.489366352,0.001972387,101097786,101222563,chrX
380,Sox3,0.006465891,0.006240606,0.000459348,0.004624447,0.43559719,0.002518892,60891366,60893430,chrX
381,Spin2c,0,0.011450382,0,0,0.486488139,0,153832225,153834243,chrX
382,Spin4,0,0,0,0,0.384572324,0.002659574,95022510,95026682,chrX
383,Stag2,0.010362694,0,0.025827398,0.064441887,0.442307692,0.028219396,42149317,42277185,chrX
384,Stard8,0,0,0,0,0.339133759,0,99003248,99074728,chrX
385,Syn1,0,0,0,0,0.512704918,0,20860511,20921004,chrX
386,Syp,0.002857143,0.002793296,0,0.009433962,0.355555556,0,7638471,7653256,chrX
387,Sytl4,0,0,0,0,0.5,0,133936385,133981812,chrX
388,Tab3,0.00045208,0.000474383,0.001146789,0.001770956,0.524756951,0.001757469,85574022,85634469,chrX
389,Taf9b,0,0.00044287,0,0.000505561,0.557575758,0.00093985,106206883,106221158,chrX
390,Tbc1d8b,0,0,0.001687844,0.000625,0.468650251,0.001877528,139684996,139753405,chrX
391,Tbl1x,0.00124691,0.001281944,0.000839274,0.001537259,0.50680953,0.00041425,77511013,77662983,chrX
392,Tceal3,0,0.001466375,0,0.006696429,0.75,0.05,136590842,136668378,chrX
393,Tceal8,0.011813995,0.01326324,0.001032791,0.002808071,0.547474734,0.001556981,136168984,136172342,chrX
394,Tmem164,0.000927503,0.001339733,0,0.009613965,0.633112258,0.001567581,142681406,142843494,chrX
395,Tmem255a,0.001945525,0.001567398,0.005747126,0.000190259,0.333333333,0,38196573,38252439,chrX
396,Tmem47,0.000324156,0.000422427,0.000738743,0.000799697,0.712330462,0.00207048,81070698,81097872,chrX
397,Tmsb15b2,0,0,0,0,0.115555556,0,136955265,136958025,chrX
398,Tro,0.036630037,0.012857143,0,0,0.575,0.002293578,150645304,150657583,chrX
399,Tsc22d3,0,0,0,0.002454992,0.561587302,0,140539528,140600659,chrX
400,Tspan7,0,0.002505243,0.000647434,0.024220834,0.496088802,0.001720183,10485158,10596605,chrX
401,Tsr2,0.026226435,0.004301222,0,0.002551137,0.512406643,0.000537057,151087094,151096543,chrX
402,Tsx,0,0,0,0,0.877252252,0,103414467,103424580,chrX
403,Uprt,0,0,0,0.002762451,0.524795082,0.001901141,104482818,104507490,chrX
404,Usp27x,0,0.006578947,0,0,0.542583761,0,7371276,7375830,chrX
405,Usp51,0,0.001207729,0.011378716,0.004848583,0.735294118,0.003289474,153006469,153009416,chrX
406,Vma21,0.000199561,0.000288184,0.000105775,0.000472175,0.510279043,0.000328731,71815924,71839757,chrX
407,Wbp5,0.000636257,0.000664011,0.01014517,0.001735423,0.485653206,0.005880773,136245079,136247139,chrX
408,Wnk3,0,0.000598802,0.00210084,0,0.524898872,0.00209205,151198078,151320152,chrX
409,Xiap,0.033481769,0.004831463,0.003950184,NA,0.526661008,0.003229375,42059679,42109656,chrX
410,Xist,NA,NA,NA,NA,0.925925926,NA,103460375,103483217,chrX
411,Xk,0,0.000888099,0,0.01396648,0.493645714,0,9272756,9313250,chrX
412,Zbtb33,0.000786164,0,0,0.008393285,0.573658997,0,38189793,38197046,chrX
413,Zc3h12b,0,0.011904762,0,0,0.57254902,0,95711678,95932637,chrX
414,Zc4h2,0.002414978,0,0,0,0.526804339,0,95639193,95658509,chrX
415,Zcchc18,0.004107594,NA,0,0.001964637,0.620535714,0,136993155,136998472,chrX
416,Zdhhc15,0.001915709,0.000343407,0.001717413,0.000391236,0.577767118,0.000788644,104536969,104671064,chrX
417,Zfp182,0.004401408,0.002431118,0.003166319,0,0.570512821,0,21028939,21062316,chrX
418,Zfp185,0,0,0,0,0.545781893,NA,72987339,73031543,chrX
419,Zfp275,0.00088968,0.000506586,0.000504541,0.010178693,0.567931258,0.001141553,73342621,73359080,chrX
420,Zfp280c,0.011015964,0.012640401,0.002715486,0.002939256,0.53767007,0.000707214,48541625,48594504,chrX
421,Zfp300,0,0,0.004672897,0,0.666666667,0,21079174,21089527,chrX
422,Zfp449,0,0,0,0,0.520453009,0.003937008,56346400,56365674,chrX
423,Zfx,0.001023541,0.002953401,0.001470588,0.001652893,0.517727273,0,94074631,94123702,chrX
424,Zmat1,0.005602241,0.001344086,0.00386732,0.002218935,0.464285714,0,134971372,135009209,chrX
425,Zmym3,0.057764423,NA,0.000163827,0.015544744,0.506683605,0.000417711,101404384,101420849,chrX
426,Zxdb,0.005263158,0,0,0.01056338,0.496841755,0,94724569,94730187,chrX
